"","X.x","one","participant","three","_","tier_num","tier_name","tier_type","tier_xmin","tier_xmax","xmin","xmax","text","annotation_num","word","rate","gender","X.y","count","count_per_mil","log_freq","duration","length"
"1636",18401,"arf","00610","02027566077","TextGrid",1,"ORT-MAU","IntervalTier",0,5.546667,0.836,1.156,"acuerdo",4,"acuerdo",9.19471098589477,"f",2058,43715,1050.841346,4.640640417,0.32,7
"1637",18603,"arf","00610","02055158675","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,1.496,1.976,"fríos",5,"fríos",5.0854949082035,"f",44594,133,3.197115385,2.127104798,0.48,5
"1638",18701,"arf","00610","02060087373","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,1.396,1.676,"cosa",4,"cosa",8.544921875,"f",23670,25380,610.0961538,4.404508729,0.28,4
"1639",18881,"arf","00610","02087106852","TextGrid",1,"ORT-MAU","IntervalTier",0,3.584,2.406,2.716,"bici",9,"bici",8.37053571428571,"f",13037,216,5.192307692,2.336459734,0.31,4
"1640",18917,"arf","00610","02090134287","TextGrid",1,"ORT-MAU","IntervalTier",0,5.717333,1.436,1.676,"usar",6,"usar",6.99626906461457,"f",91587,6776,162.8846154,3.831037486,0.24,4
"1641",19027,"arf","00610","02113897089","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,3.596,4.156,"chicos",13,"chicos",9.05539772727273,"f",17549,14006,336.6826923,4.146345129,0.56,6
"1642",19066,"arf","01208","00007843449","TextGrid",1,"ORT-MAU","IntervalTier",0,3.413333,1.816,2.176,"estamos",7,"estamos",8.78906335830697,"f",39731,36764,883.75,4.56543457,0.36,7
"1643",19099,"arf","01208","00056093134","TextGrid",1,"ORT-MAU","IntervalTier",0,2.730667,0.996,1.306,"hablar",5,"hablar",6.59179607033739,"f",47011,33373,802.2355769,4.523408262,0.31,6
"1644",19301,"arf","01208","00120368457","TextGrid",1,"ORT-MAU","IntervalTier",0,3.498667,1.316,1.656,"dejar",4,"dejar",8.57469430500245,"f",26223,11503,276.5144231,4.060848873,0.34,5
"1645",19373,"arf","01208","00125082571","TextGrid",1,"ORT-MAU","IntervalTier",0,3.584,2.216,2.476,"estás",8,"estás",9.48660714285714,"f",39800,103005,2476.081731,5.012862523,0.26,5
"1646",19731,"arf","01208","00217088192","TextGrid",1,"ORT-MAU","IntervalTier",0,6.570667,0.816,1.036,"Según",2,"según",12.0231325069434,"f",82954,4065,97.71634615,3.609167374,0.22,5
"1647",19829,"arf","01208","00217088192","TextGrid",1,"ORT-MAU","IntervalTier",0,6.570667,4.906,5.446,"Aguilera",16,"aguilera",12.0231325069434,"f",3866,23,0.5528846154,1.380211242,0.54,8
"1648",19854,"arf","01208","00226969445","TextGrid",1,"ORT-MAU","IntervalTier",0,3.754667,1.586,1.976,"tiempo",4,"tiempo",5.59303927618614,"f",88574,53954,1296.971154,4.732031697,0.39,6
"1649",19862,"arf","01208","00226969445","TextGrid",1,"ORT-MAU","IntervalTier",0,3.754667,1.976,2.606,"contado",5,"contado",5.59303927618614,"f",22142,977,23.48557692,2.990338855,0.63,7
"1650",19884,"arf","01208","00238876340","TextGrid",1,"ORT-MAU","IntervalTier",0,3.925333,1.076,1.336,"tarde",4,"tarde",8.40693006172979,"f",87593,18456,443.6538462,4.266161112,0.26,5
"1651",19895,"arf","01208","00238876340","TextGrid",1,"ORT-MAU","IntervalTier",0,3.925333,1.416,1.776,"escucha",6,"escucha",8.40693006172979,"f",38619,11644,279.9038462,4.066139493,0.36,7
"1652",20090,"arf","01208","00291059999","TextGrid",1,"ORT-MAU","IntervalTier",0,5.205333,1.806,2.276,"grabaron",7,"grabaron",9.79764407003356,"f",46181,43,1.033653846,1.643452676,0.47,8
"1653",20182,"arf","01208","00300020835","TextGrid",1,"ORT-MAU","IntervalTier",0,3.754667,2.466,2.776,"sueños",9,"sueños",11.4524137560002,"f",86201,3276,78.75,3.515476441,0.31,6
"1654",20262,"arf","01208","00346921753","TextGrid",1,"ORT-MAU","IntervalTier",0,2.474667,0.726,0.956,"Tengo",2,"tengo",6.4655163704854,"f",88139,97271,2338.245192,4.987987845,0.23,5
"1655",20269,"arf","01208","00346921753","TextGrid",1,"ORT-MAU","IntervalTier",0,2.474667,0.956,1.286,"muchas",3,"muchas",6.4655163704854,"f",61485,14318,344.1826923,4.155912689,0.33,6
"1656",20292,"arf","01208","00402972383","TextGrid",1,"ORT-MAU","IntervalTier",0,3.754667,0.856,1.076,"algo",3,"algo",11.1860785523723,"f",4739,112620,2707.211538,5.051619379,0.22,4
"1657",20523,"arf","01208","00435047509","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,0.926,1.106,"puedo",3,"puedo",10.3920982906767,"f",73055,84201,2024.0625,4.925322407,0.18,5
"1658",20541,"arf","01208","00435047509","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,1.566,1.946,"algunos",5,"algunos",10.3920982906767,"f",4751,9535,229.2067308,3.979366242,0.38,7
"1659",20559,"arf","01208","00435047509","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,2.436,2.606,"para",8,"para",10.3920982906767,"f",65603,271407,6524.206731,5.433622645,0.17,4
"1660",20582,"arf","01208","00435047509","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,3.156,3.576,"pasó",13,"pasó",10.3920982906767,"f",66296,19051,457.9567308,4.279940573,0.42,4
"1661",20594,"arf","01208","00438493707","TextGrid",1,"ORT-MAU","IntervalTier",0,4.010667,0.716,1.016,"Estoy",2,"estoy",9.22539816943167,"f",40057,108899,2617.764423,5.03702788,0.3,5
"1662",20617,"arf","01208","00438493707","TextGrid",1,"ORT-MAU","IntervalTier",0,4.010667,1.916,2.426,"necesito",5,"necesito",9.22539816943167,"f",62283,29265,703.4855769,4.466363368,0.51,8
"1663",20775,"arf","01208","00458317741","TextGrid",1,"ORT-MAU","IntervalTier",0,6.144,4.346,4.606,"tener",19,"tener",11.0677083333333,"f",88114,27219,654.3028846,4.434888121,0.26,5
"1664",20977,"arf","01208","00467250542","TextGrid",1,"ORT-MAU","IntervalTier",0,5.461333,2.146,2.526,"teoría",7,"teoría",13.5498055145145,"f",88247,1844,44.32692308,3.26599637,0.38,6
"1665",21234,"arf","01208","00493975080","TextGrid",1,"ORT-MAU","IntervalTier",0,4.181333,1.906,2.366,"baches",7,"baches",5.50063819360955,"f",11912,44,1.057692308,1.653212514,0.46,6
"1666",21484,"arf","01208","00506873601","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,3.036,3.546,"España",12,"españa",10.0142052566907,"f",39021,716,17.21153846,2.855519156,0.51,6
"1667",21573,"arf","01208","00519380173","TextGrid",1,"ORT-MAU","IntervalTier",0,2.901333,2.016,2.586,"grabaron",8,"grabaron",10.6847438746259,"f",46181,43,1.033653846,1.643452676,0.57,8
"1668",21662,"arf","01208","00590975914","TextGrid",1,"ORT-MAU","IntervalTier",0,6.485333,3.776,4.296,"medio",13,"medio",10.3310038204669,"f",59074,8260,198.5576923,3.917032622,0.52,5
"1669",21829,"arf","01208","00639144316","TextGrid",1,"ORT-MAU","IntervalTier",0,2.901333,1.356,1.996,"cansado",4,"cansado",5.51470651593595,"f",15558,2144,51.53846154,3.331427297,0.64,7
"1670",21858,"arf","01208","00646034394","TextGrid",1,"ORT-MAU","IntervalTier",0,2.56,1.036,1.406,"rompió",5,"rompió",9.375,"f",81211,1372,32.98076923,3.137670537,0.37,6
"1671",21946,"arf","01208","00677888436","TextGrid",1,"ORT-MAU","IntervalTier",0,5.802667,2.616,2.866,"tiene",5,"tiene",9.9954038375802,"f",88587,79362,1907.740385,4.899618076,0.25,5
"1672",22062,"arf","01208","00692267456","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,3.886,4.256,"tema",11,"tema",12.1609660848345,"f",87922,3691,88.72596154,3.567261692,0.37,4
"1673",22154,"arf","01208","00736596096","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,4.196,4.636,"precio",15,"precio",11.0085227272727,"f",70245,2537,60.98557692,3.404491618,0.44,6
"1674",22184,"arf","01208","00748446700","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,1.826,2.076,"estoy",5,"estoy",8.8443389707887,"f",40057,108899,2617.764423,5.03702788,0.25,5
"1675",22240,"arf","01208","00765605476","TextGrid",1,"ORT-MAU","IntervalTier",0,6.912,0.886,1.156,"dice",3,"dice",10.9953703703704,"f",31080,23821,572.6201923,4.37697822,0.27,4
"1676",22442,"arf","01208","00825575871","TextGrid",1,"ORT-MAU","IntervalTier",0,3.925333,1.646,1.946,"Pablo",6,"pablo",9.93546280022612,"f",65121,482,11.58653846,2.683947131,0.3,5
"1677",22545,"arf","01208","00838238692","TextGrid",1,"ORT-MAU","IntervalTier",0,4.949333,3.426,4.036,"máximo",10,"máximo",9.09213423303706,"f",58885,1309,31.46634615,3.117271296,0.609999999999999,6
"1678",22586,"arf","01208","00869267706","TextGrid",1,"ORT-MAU","IntervalTier",0,2.986667,1.176,1.746,"mango",3,"mango",6.69642782405939,"f",57825,216,5.192307692,2.336459734,0.57,5
"1679",22603,"arf","01208","00869267706","TextGrid",1,"ORT-MAU","IntervalTier",0,2.986667,2.136,2.826,"encanta",7,"encanta",6.69642782405939,"f",35084,5706,137.1634615,3.756407873,0.69,7
"1680",22658,"arf","01208","00886929470","TextGrid",1,"ORT-MAU","IntervalTier",0,4.181333,2.676,2.911,"tres",9,"tres",11.0012763872191,"f",90741,24142,580.3365385,4.382791234,0.235,4
"1681",22703,"arf","01208","00891442660","TextGrid",1,"ORT-MAU","IntervalTier",0,4.352,1.716,1.996,"tienen",4,"tienen",6.89338235294118,"f",88588,22083,530.8413462,4.344077738,0.28,6
"1682",22740,"arf","01208","00898342148","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,1.406,1.626,"hobby",3,"hobby",5.859375,"f",48019,147,3.533653846,2.170261715,0.22,5
"1683",22812,"arf","01208","00911230236","TextGrid",1,"ORT-MAU","IntervalTier",0,5.888,1.706,1.996,"tenía",6,"tenía",11.2092391304348,"f",88140,28839,693.2451923,4.459995256,0.29,5
"1684",22835,"arf","01208","00911230236","TextGrid",1,"ORT-MAU","IntervalTier",0,5.888,2.566,2.776,"esta",10,"esta",11.2092391304348,"f",39520,91528,2200.192308,4.961558718,0.21,4
"1685",22952,"arf","01208","00972238582","TextGrid",1,"ORT-MAU","IntervalTier",0,5.461333,3.726,4.266,"mañana",15,"mañana",8.60595755651596,"f",58130,26537,637.9086538,4.42386819,0.54,6
"1686",22993,"arf","01208","00987148528","TextGrid",1,"ORT-MAU","IntervalTier",0,5.888,1.926,2.336,"pestaña",7,"pestaña",10.5298913043478,"f",68285,32,0.7692307692,1.51851394,0.41,7
"1687",23006,"arf","01208","00987148528","TextGrid",1,"ORT-MAU","IntervalTier",0,5.888,2.426,2.646,"dice",9,"dice",10.5298913043478,"f",31080,23821,572.6201923,4.37697822,0.22,4
"1688",23048,"arf","01208","00987148528","TextGrid",1,"ORT-MAU","IntervalTier",0,5.888,4.486,4.866,"azul",15,"azul",10.5298913043478,"f",11865,2807,67.47596154,3.448397103,0.38,4
"1689",23072,"arf","01208","00991478609","TextGrid",1,"ORT-MAU","IntervalTier",0,6.4,1.546,1.866,"varias",3,"varias",11.09375,"f",92063,1849,44.44711538,3.267171728,0.32,6
"1690",23259,"arf","01208","01040881887","TextGrid",1,"ORT-MAU","IntervalTier",0,4.693333,2.046,2.316,"cuatro",7,"cuatro",11.079546241445,"f",24520,10355,248.9182692,4.015192042,0.27,6
"1691",23505,"arf","01208","01167975874","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,1.776,2.176,"lugares",7,"lugares",10.7421875,"f",56982,2175,52.28365385,3.337658891,0.4,7
"1692",23537,"arf","01208","01167975874","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,2.976,3.406,"Canadá",12,"canadá",10.7421875,"f",15382,570,13.70192308,2.756636108,0.43,6
"1693",23724,"arf","01208","01195935834","TextGrid",1,"ORT-MAU","IntervalTier",0,3.84,1.146,1.406,"cuesta",3,"cuesta",9.63541666666667,"f",24739,2036,48.94230769,3.308991029,0.26,6
"1694",23738,"arf","01208","01195935834","TextGrid",1,"ORT-MAU","IntervalTier",0,3.84,1.601,2.136,"servicio",5,"servicio",9.63541666666667,"f",83603,4145,99.63942308,3.617629298,0.535,8
"1695",23837,"arf","01208","01196202277","TextGrid",1,"ORT-MAU","IntervalTier",0,8.106667,4.036,4.456,"pintores",15,"pintores",11.1019732277149,"f",68747,59,1.418269231,1.77815125,0.420000000000001,8
"1696",23881,"arf","01208","01196202277","TextGrid",1,"ORT-MAU","IntervalTier",0,8.106667,6.236,6.746,"pintaban",22,"pintaban",11.1019732277149,"f",68689,7,0.1682692308,0.903089987,0.510000000000001,8
"1697",23911,"arf","01208","01202092723","TextGrid",1,"ORT-MAU","IntervalTier",0,5.034667,0.656,1.256,"Daniel",2,"daniel",12.5132406969518,"f",25305,3041,73.10096154,3.48315921,0.6,6
"1698",24014,"arf","01208","01227975700","TextGrid",1,"ORT-MAU","IntervalTier",0,3.925333,1.216,1.456,"ayer",4,"ayer",14.011550102883,"f",11701,5216,125.3846154,3.717420837,0.24,4
"1699",24071,"arf","01208","01227975700","TextGrid",1,"ORT-MAU","IntervalTier",0,3.925333,3.206,3.796,"Española",13,"española",14.011550102883,"f",39023,153,3.677884615,2.187520721,0.59,8
"1700",24087,"arf","01208","01272386743","TextGrid",1,"ORT-MAU","IntervalTier",0,3.157333,0.856,1.096,"Hola",2,"hola",12.03547424361,"f",48040,81555,1960.456731,4.911455917,0.24,4
"1701",24166,"arf","01208","01290257480","TextGrid",1,"ORT-MAU","IntervalTier",0,2.474667,1.536,1.936,"guerra",5,"guerra",7.67780068995142,"f",46693,8873,213.2932692,3.948119424,0.4,6
"1702",24295,"arf","01208","01319438021","TextGrid",1,"ORT-MAU","IntervalTier",0,4.608,2.076,2.486,"charlas",7,"charlas",11.9357638888889,"f",17440,198,4.759615385,2.298853076,0.41,7
"1703",24400,"arf","01208","01321223958","TextGrid",1,"ORT-MAU","IntervalTier",0,4.522667,2.786,3.066,"porque",12,"porque",13.266508456183,"f",69756,70048,1683.846154,4.84540194,0.28,6
"1704",24519,"arf","01208","01326673647","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,1.796,2.166,"charlas",7,"charlas",12.4218740295411,"f",17440,198,4.759615385,2.298853076,0.37,7
"1705",24570,"arf","01208","01340718114","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,1.086,1.426,"comprar",3,"comprar",9.765625,"f",20081,4694,112.8365385,3.671635597,0.34,7
"1706",24612,"arf","01208","01340718114","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,2.546,2.886,"mamá",10,"mamá",9.765625,"f",57539,32739,786.9951923,4.515078675,0.34,4
"1707",24628,"arf","01208","01356597483","TextGrid",1,"ORT-MAU","IntervalTier",0,3.584,0.946,1.356,"verano",3,"verano",10.3236607142857,"f",92617,2948,70.86538462,3.469674773,0.41,6
"1708",24651,"arf","01208","01356597483","TextGrid",1,"ORT-MAU","IntervalTier",0,3.584,1.876,2.236,"época",7,"época",10.3236607142857,"f",37731,1992,47.88461538,3.299507299,0.36,5
"1709",24805,"arf","01208","01403806862","TextGrid",1,"ORT-MAU","IntervalTier",0,3.157333,1.096,1.456,"hablar",5,"hablar",5.70101411539423,"f",47011,33373,802.2355769,4.523408262,0.36,6
"1710",24842,"arf","01208","01404524747","TextGrid",1,"ORT-MAU","IntervalTier",0,5.632,1.906,2.156,"menos",4,"menos",12.0738636363636,"f",59395,25345,609.2548077,4.403909431,0.25,5
"1711",24983,"arf","01208","01423073061","TextGrid",1,"ORT-MAU","IntervalTier",0,5.717333,1.316,1.676,"rojas",5,"rojas",8.74533633076821,"f",81091,504,12.11538462,2.703291378,0.36,5
"1712",25044,"arf","01208","01423073061","TextGrid",1,"ORT-MAU","IntervalTier",0,5.717333,3.786,4.266,"Texas",18,"texas",8.74533633076821,"f",88532,1337,32.13942308,3.126456113,0.48,5
"1713",25161,"arf","01208","01460708872","TextGrid",1,"ORT-MAU","IntervalTier",0,5.290667,1.566,1.816,"bajar",3,"bajar",8.88356798868649,"f",12011,2028,48.75,3.307282047,0.25,5
"1714",25185,"arf","01208","01460708872","TextGrid",1,"ORT-MAU","IntervalTier",0,5.290667,2.576,2.896,"algo",7,"algo",8.88356798868649,"f",4739,112620,2707.211538,5.051619379,0.32,4
"1715",25237,"arf","01208","01529721397","TextGrid",1,"ORT-MAU","IntervalTier",0,5.290667,1.516,1.896,"opción",4,"opción",9.07258007355216,"f",64328,2879,69.20673077,3.459392488,0.38,6
"1716",25253,"arf","01208","01529721397","TextGrid",1,"ORT-MAU","IntervalTier",0,5.290667,2.116,2.506,"menú",7,"menú",9.07258007355216,"f",59502,510,12.25961538,2.7084209,0.39,4
"1717",25453,"arf","01208","01604127271","TextGrid",1,"ORT-MAU","IntervalTier",0,7.082667,2.966,3.336,"publica",13,"publica",12.424698210434,"f",72914,82,1.971153846,1.919078092,0.37,7
"1718",25481,"arf","01208","01604127271","TextGrid",1,"ORT-MAU","IntervalTier",0,7.082667,3.846,4.306,"celular",18,"celular",12.424698210434,"f",16913,2442,58.70192308,3.387923467,0.46,7
"1719",25589,"arf","01208","01609816450","TextGrid",1,"ORT-MAU","IntervalTier",0,8.874667,4.626,4.826,"guerra",10,"guerra",10.1412255806331,"f",46693,8873,213.2932692,3.948119424,0.199999999999999,6
"1720",25595,"arf","01208","01609816450","TextGrid",1,"ORT-MAU","IntervalTier",0,8.874667,4.826,5.286,"mundial",11,"mundial",10.1412255806331,"f",61794,1438,34.56730769,3.158060794,0.46,7
"1721",25614,"arf","01208","01609816450","TextGrid",1,"ORT-MAU","IntervalTier",0,8.874667,5.736,6.006,"llamó",15,"llamó",10.1412255806331,"f",56316,5075,121.9951923,3.705521613,0.27,5
"1722",25630,"arf","01208","01609816450","TextGrid",1,"ORT-MAU","IntervalTier",0,8.874667,6.456,6.906,"atención",18,"atención",10.1412255806331,"f",10312,5832,140.1923077,3.765891976,0.449999999999999,8
"1723",25676,"arf","01208","01627226074","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,1.006,1.246,"pudo",3,"pudo",6.54069826859541,"f",73004,5427,130.4567308,3.734639839,0.24,4
"1724",25697,"arf","01208","01627226074","TextGrid",1,"ORT-MAU","IntervalTier",0,3.669333,1.846,2.306,"huellas",6,"huellas",6.54069826859541,"f",48409,2150,51.68269231,3.33264041,0.46,7
"1725",25753,"arf","01208","01642471924","TextGrid",1,"ORT-MAU","IntervalTier",0,4.010667,0.866,1.046,"puedo",3,"puedo",7.72938765546978,"f",73055,84201,2024.0625,4.925322407,0.18,5
"1726",25802,"arf","01208","01645756026","TextGrid",1,"ORT-MAU","IntervalTier",0,6.058667,1.606,2.006,"médicos",3,"médicos",9.2429572379535,"f",59062,1476,35.48076923,3.169380495,0.4,7
"1727",25843,"arf","01208","01645756026","TextGrid",1,"ORT-MAU","IntervalTier",0,6.058667,3.246,3.756,"necesita",11,"necesita",9.2429572379535,"f",62236,10597,254.7355769,4.025223915,0.51,8
"1728",25871,"arf","01208","01645756026","TextGrid",1,"ORT-MAU","IntervalTier",0,6.058667,4.696,5.236,"dárselo",15,"dárselo",9.2429572379535,"f",25394,260,6.25,2.416640507,0.54,7
"1729",25901,"arf","01208","01654454213","TextGrid",1,"ORT-MAU","IntervalTier",0,3.498667,1.726,2.346,"malayo",5,"malayo",4.85899343950139,"f",57290,12,0.2884615385,1.113943352,0.62,6
"1730",25932,"arf","01208","01671437530","TextGrid",1,"ORT-MAU","IntervalTier",0,3.157333,1.546,1.866,"tarde",6,"tarde",7.28462914744818,"f",87593,18456,443.6538462,4.266161112,0.32,5
"1731",25998,"arf","01208","01700599969","TextGrid",1,"ORT-MAU","IntervalTier",0,4.010667,1.496,1.796,"está",5,"está",4.98670171320631,"f",39521,263506,6334.278846,5.420792157,0.3,4
"1732",26065,"arf","01208","01735819705","TextGrid",1,"ORT-MAU","IntervalTier",0,4.266667,2.396,2.636,"sobre",11,"sobre",13.8281239196778,"f",84415,46931,1128.149038,4.671469062,0.24,5
"1733",26150,"arf","01208","01747854067","TextGrid",1,"ORT-MAU","IntervalTier",0,3.84,2.621,2.986,"fácil",8,"fácil",10.4166666666667,"f",42335,8873,213.2932692,3.948119424,0.365,5
"1734",26274,"arf","01208","01795715580","TextGrid",1,"ORT-MAU","IntervalTier",0,5.12,3.566,3.886,"país",12,"país",8.3984375,"f",65276,6920,166.3461538,3.840168849,0.32,4
"1735",26342,"arf","01208","01830452242","TextGrid",1,"ORT-MAU","IntervalTier",0,3.157333,1.726,2.286,"película",7,"película",8.55152117309134,"f",67005,6385,153.4855769,3.805228914,0.56,8
"1736",26408,"arf","01208","01830597065","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,2.996,3.496,"caballo",11,"caballo",9.765625,"f",14450,2586,62.16346154,3.412796429,0.5,7
"1737",26455,"arf","01208","01830623520","TextGrid",1,"ORT-MAU","IntervalTier",0,6.4,1.976,2.376,"charlas",7,"charlas",8.4375,"f",17440,198,4.759615385,2.298853076,0.4,7
"1738",26640,"arf","01208","01921471651","TextGrid",1,"ORT-MAU","IntervalTier",0,5.717333,2.026,2.436,"Llamas",5,"llamas",6.47154888476847,"f",56281,4085,98.19711538,3.611298362,0.41,6
"1739",26764,"arf","01208","01947409401","TextGrid",1,"ORT-MAU","IntervalTier",0,5.546667,3.376,3.736,"idea",14,"idea",12.6201915492673,"f",48711,20344,489.0384615,4.308457694,0.36,4
"1740",26780,"arf","01208","01947409401","TextGrid",1,"ORT-MAU","IntervalTier",0,5.546667,4.076,4.566,"armarlo",17,"armarlo",12.6201915492673,"f",8515,35,0.8413461538,1.556302501,0.49,7
"1741",26829,"arf","01208","01953560509","TextGrid",1,"ORT-MAU","IntervalTier",0,5.034667,2.416,2.686,"paso",9,"paso",9.93114341027917,"f",66295,6188,148.75,3.791620483,0.27,4
"1742",26915,"arf","01208","01962055594","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,2.226,2.696,"festival",9,"festival",12.20703125,"f",43026,494,11.875,2.694605199,0.47,8
"1743",26942,"arf","01208","01962055594","TextGrid",1,"ORT-MAU","IntervalTier",0,4.096,3.356,3.916,"Venecia",14,"venecia",12.20703125,"f",92433,198,4.759615385,2.298853076,0.56,7
"1744",26988,"arf","01208","01978555766","TextGrid",1,"ORT-MAU","IntervalTier",0,3.328,1.616,1.996,"mail",8,"mail",10.5168269230769,"f",57252,68,1.634615385,1.838849091,0.38,4
"1745",27112,"arf","01208","02022011709","TextGrid",1,"ORT-MAU","IntervalTier",0,2.901333,1.856,2.456,"índice",8,"índice",9.65073640288791,"f",50627,218,5.240384615,2.340444115,0.6,6
"1746",27197,"arf","01208","02097813012","TextGrid",1,"ORT-MAU","IntervalTier",0,8.362667,3.416,3.726,"datos",5,"datos",10.8816959948304,"f",25414,1996,47.98076923,3.300378065,0.31,5
"1747",27300,"arf","01208","02097813012","TextGrid",1,"ORT-MAU","IntervalTier",0,8.362667,7.406,8.046,"Cataluña",24,"cataluña",10.8816959948304,"f",16502,2,0.04807692308,0.4771212547,0.64,8
"1748",27392,"arf","01208","02131704425","TextGrid",1,"ORT-MAU","IntervalTier",0,3.754667,1.406,1.686,"esta",5,"esta",6.65838009069779,"f",39520,91528,2200.192308,4.961558718,0.28,4
"1749",27439,"arf","01208","02145463361","TextGrid",1,"ORT-MAU","IntervalTier",0,5.546667,1.806,2.206,"comida",5,"comida",10.2764416901177,"f",19527,8643,207.7644231,3.936714758,0.4,6
"1750",27480,"arf","01208","02145463361","TextGrid",1,"ORT-MAU","IntervalTier",0,5.546667,3.606,4.086,"cazuela",12,"cazuela",10.2764416901177,"f",16751,27,0.6490384615,1.447158031,0.48,7
"1751",27731,"arf","01523","00070089938","TextGrid",1,"ORT-MAU","IntervalTier",0,6.741333,1.446,1.656,"quiero",4,"quiero",7.4169307464859,"f",73716,82097,1973.485577,4.914332577,0.21,6
"1752",27764,"arf","01523","00070089938","TextGrid",1,"ORT-MAU","IntervalTier",0,6.741333,2.936,3.156,"quiero",10,"quiero",7.4169307464859,"f",73716,82097,1973.485577,4.914332577,0.22,6
"1753",27917,"arf","01523","00104986690","TextGrid",1,"ORT-MAU","IntervalTier",0,5.802667,3.756,4.176,"fórmula",9,"fórmula",7.75505470157085,"f",44053,366,8.798076923,2.564666064,0.42,7
"1754",27963,"arf","01523","00128444510","TextGrid",1,"ORT-MAU","IntervalTier",0,6.485333,2.506,2.906,"meterme",5,"meterme",8.17228660424993,"f",59784,597,14.35096154,2.776701184,0.4,7
"1755",28275,"arf","01523","00157884753","TextGrid",1,"ORT-MAU","IntervalTier",0,8.021333,3.376,3.806,"Niágara",9,"niágara",9.72406955302816,"f",62579,67,1.610576923,1.832508913,0.43,7
"1756",28291,"arf","01523","00157884753","TextGrid",1,"ORT-MAU","IntervalTier",0,8.021333,3.986,4.376,"está",12,"está",9.72406955302816,"f",39521,263506,6334.278846,5.420792157,0.39,4
"1757",28376,"arf","01523","00162500844","TextGrid",1,"ORT-MAU","IntervalTier",0,6.826667,2.276,2.756,"pozo",5,"pozo",6.59179655313493,"f",70137,682,16.39423077,2.834420704,0.48,4
"1758",28460,"arf","01523","00174568182","TextGrid",1,"ORT-MAU","IntervalTier",0,5.290667,2.656,2.906,"hacer",8,"hacer",7.18245922489546,"f",47083,76037,1827.8125,4.881030685,0.25,5
"1759",28505,"arf","01523","00201306814","TextGrid",1,"ORT-MAU","IntervalTier",0,8.789333,3.026,3.336,"estoy",6,"estoy",8.53307071196415,"f",40057,108899,2617.764423,5.03702788,0.31,5
"1760",28806,"arf","01523","00219418832","TextGrid",1,"ORT-MAU","IntervalTier",0,9.984,5.956,6.616,"gimnasia",14,"gimnasia",8.21314102564103,"f",45732,317,7.620192308,2.50242712,0.659999999999999,8
"1761",28903,"arf","01523","00237835082","TextGrid",1,"ORT-MAU","IntervalTier",0,3.242667,1.546,1.856,"pasar",4,"pasar",8.01809128103502,"f",66152,12927,310.7451923,4.111531343,0.31,5
"1762",28910,"arf","01523","00237835082","TextGrid",1,"ORT-MAU","IntervalTier",0,3.242667,1.856,2.166,"alguna",5,"alguna",8.01809128103502,"f",4748,18825,452.5240385,4.274758054,0.31,6
"1763",28971,"arf","01523","00259886857","TextGrid",1,"ORT-MAU","IntervalTier",0,8.533333,2.736,3.016,"línea",9,"línea",10.312500402832,"f",56073,5113,122.9086538,3.708760724,0.28,5
"1764",29008,"arf","01523","00259886857","TextGrid",1,"ORT-MAU","IntervalTier",0,8.533333,4.866,5.236,"línea",15,"línea",10.312500402832,"f",56073,5113,122.9086538,3.708760724,0.37,5
"1765",29072,"arf","01523","00275553701","TextGrid",1,"ORT-MAU","IntervalTier",0,3.754667,1.476,1.906,"edificio",4,"edificio",5.59303927618614,"f",33451,4151,99.78365385,3.618257345,0.43,8
"1766",29121,"arf","01523","00285573686","TextGrid",1,"ORT-MAU","IntervalTier",0,5.973333,2.856,3.266,"banda",6,"banda",5.85937532697407,"f",12208,2489,59.83173077,3.396199347,0.41,5
"1767",29223,"arf","01523","00332882049","TextGrid",1,"ORT-MAU","IntervalTier",0,9.472,2.276,2.856,"artista",4,"artista",9.50168918918919,"f",9352,1257,30.21634615,3.099680641,0.58,7
"1768",29239,"arf","01523","00332882049","TextGrid",1,"ORT-MAU","IntervalTier",0,9.472,3.046,3.306,"dejó",7,"dejó",9.50168918918919,"f",26313,6193,148.8701923,3.791971201,0.26,4
"1769",29265,"arf","01523","00332882049","TextGrid",1,"ORT-MAU","IntervalTier",0,9.472,4.136,4.516,"treinta",12,"treinta",9.50168918918919,"f",90686,1030,24.75961538,3.013258665,0.38,7
